plaque_immatriculation,origine,destination,date_heure_depart,duree_minutes,economie_co2_kg
VA-2024-007,Quartier Khezama,Stade Olympique,2025-11-20 19:23:25,48,1.49
VA-2024-007,Gare Ferroviaire,Hôpital Universitaire,2025-11-20 08:51:25,31,0.82
VA-2024-007,Aéroport Monastir,Campus Universitaire,2025-11-20 07:14:25,50,2.62
VA-2024-007,Centre Ville,Gare Ferroviaire,2025-11-21 10:15:25,20,0.48
VA-2024-007,Gare Ferroviaire,Quartier Khezama,2025-11-21 07:57:25,40,3.29
VA-2024-007,Campus Universitaire,Sousse Sud,2025-11-21 11:54:25,36,2.14
VA-2024-007,Sousse Nord,Médina,2025-11-21 20:00:25,35,1.54
VA-2024-007,Port de Sousse,Sousse Nord,2025-11-21 06:00:25,34,2.91
VA-2024-007,Hôpital Universitaire,Zone Industrielle,2025-11-21 21:33:25,36,1.33
VA-2024-007,Gare Ferroviaire,Zone Industrielle,2025-11-22 22:29:25,11,4.04
VA-2024-007,Hôpital Universitaire,Campus Universitaire,2025-11-22 15:50:25,26,3.27
VA-2024-007,Campus Universitaire,Sousse Sud,2025-11-22 11:33:25,25,0.62
VA-2024-007,Médina,Quartier Khezama,2025-11-22 14:13:25,14,3.79
VA-2024-007,Hôpital Universitaire,Corniche,2025-11-22 14:38:25,14,3.14
VA-2024-007,Centre Ville,Corniche,2025-11-22 06:36:25,43,2.6
VA-2024-007,Campus Universitaire,Centre Ville,2025-11-23 06:17:25,16,2.66
VA-2024-007,Palais des Congrès,Corniche,2025-11-23 18:17:25,30,3.43
VA-2024-007,Campus Universitaire,Sousse Sud,2025-11-23 10:50:25,32,2.54
VA-2024-007,Gare Ferroviaire,Campus Universitaire,2025-11-23 13:03:25,33,2.52
VA-2024-007,Stade Olympique,Hôpital Universitaire,2025-11-23 14:48:25,42,0.79
VA-2024-007,Centre Ville,Stade Olympique,2025-11-23 18:28:25,43,1.47
VA-2024-007,Sousse Sud,Zone Industrielle,2025-11-24 20:37:25,21,0.54
VA-2024-007,Sousse Sud,Stade Olympique,2025-11-24 13:49:25,42,0.66
VA-2024-007,Quartier Khezama,Zone Industrielle,2025-11-24 22:40:25,37,0.96
VA-2024-007,Port de Sousse,Stade Olympique,2025-11-24 13:16:25,33,0.53
VA-2024-007,Hôpital Universitaire,Centre Ville,2025-11-24 17:59:25,27,2.43
VA-2024-007,Port de Sousse,Stade Olympique,2025-11-24 10:37:25,25,1.63
VA-2024-007,Palais des Congrès,Zone Industrielle,2025-11-24 09:14:25,26,1.02
VA-2024-007,Gare Ferroviaire,Port de Sousse,2025-11-24 18:51:25,40,2.89
VA-2024-007,Corniche,Hôpital Universitaire,2025-11-24 07:37:25,29,2.74
VA-2024-007,Centre Ville,Port de Sousse,2025-11-24 21:53:25,30,2.7
VA-2024-007,Port de Sousse,Place Farhat Hached,2025-11-24 15:31:25,26,4.04
VA-2024-007,Zone Industrielle,Port de Sousse,2025-11-25 17:02:25,30,3.21
VA-2024-007,Port de Sousse,Sousse Sud,2025-11-25 09:53:25,48,1.97
VA-2024-007,Gare Ferroviaire,Hôpital Universitaire,2025-11-25 08:47:25,14,0.37
VA-2024-007,Aéroport Monastir,Place Farhat Hached,2025-11-25 14:57:25,14,2.05
VA-2024-007,Médina,Stade Olympique,2025-11-25 22:23:25,37,0.54
VA-2024-007,Campus Universitaire,Stade Olympique,2025-11-25 09:39:25,21,2.52
VA-2024-007,Gare Ferroviaire,Hôpital Universitaire,2025-11-25 12:37:25,30,2.13
VA-2024-007,Hôpital Universitaire,Campus Universitaire,2025-11-25 08:00:25,29,2.63
VA-2024-007,Campus Universitaire,Port de Sousse,2025-11-25 06:15:25,39,1.38
VA-2024-007,Hôpital Universitaire,Aéroport Monastir,2025-11-25 14:25:25,27,0.66
VA-2024-007,Aéroport Monastir,Corniche,2025-11-25 15:39:25,23,1.92
VA-2024-007,Sousse Nord,Centre Ville,2025-11-25 21:24:25,12,2.84
VA-2024-007,Corniche,Sousse Sud,2025-11-26 11:11:25,41,0.82
VA-2024-007,Centre Ville,Gare Ferroviaire,2025-11-26 07:43:25,39,0.94
VA-2024-007,Centre Ville,Zone Industrielle,2025-11-26 19:22:25,47,1.52
VA-2024-007,Sousse Nord,Zone Industrielle,2025-11-26 19:06:25,29,1.36
VA-2024-007,Hôpital Universitaire,Zone Industrielle,2025-11-26 22:51:25,34,0.7
VA-2024-007,Quartier Khezama,Place Farhat Hached,2025-11-26 11:34:25,48,3.62
VA-2024-007,Stade Olympique,Centre Ville,2025-11-26 20:42:25,39,2.27
VA-2024-007,Sousse Sud,Corniche,2025-11-26 21:43:25,29,1.47
VA-2024-007,Place Farhat Hached,Palais des Congrès,2025-11-26 19:28:25,49,2.05
VA-2024-007,Aéroport Monastir,Sousse Nord,2025-11-26 16:39:25,29,2.5
VA-2024-007,Médina,Gare Ferroviaire,2025-11-26 20:23:25,20,2.77
VA-2024-007,Palais des Congrès,Place Farhat Hached,2025-11-27 22:19:25,34,0.28
VA-2024-007,Place Farhat Hached,Sousse Nord,2025-11-27 08:14:25,31,0.32
VA-2024-007,Sousse Sud,Zone Industrielle,2025-11-27 11:28:25,48,3.08
VA-2024-007,Palais des Congrès,Port de Sousse,2025-11-27 17:34:25,46,2.33
VA-2024-007,Palais des Congrès,Place Farhat Hached,2025-11-27 09:36:25,33,0.84
VA-2024-007,Stade Olympique,Corniche,2025-11-27 09:52:25,34,1.84
VA-2024-007,Port de Sousse,Zone Industrielle,2025-11-27 14:16:25,18,3.41
VA-2024-007,Centre Ville,Aéroport Monastir,2025-11-27 20:40:25,49,1.05
VA-2024-007,Corniche,Médina,2025-11-28 17:57:25,13,1.58
VA-2024-007,Palais des Congrès,Sousse Sud,2025-11-28 17:47:25,49,2.05
VA-2024-007,Sousse Nord,Aéroport Monastir,2025-11-28 18:06:25,24,0.84
VA-2024-007,Palais des Congrès,Sousse Sud,2025-11-28 15:00:25,31,3.26
VA-2024-007,Centre Ville,Sousse Nord,2025-11-28 14:38:25,46,2.7
VA-2024-007,Port de Sousse,Médina,2025-11-28 22:25:25,43,3.14
VA-2024-007,Zone Industrielle,Quartier Khezama,2025-11-29 11:01:25,22,3.07
VA-2024-007,Centre Ville,Gare Ferroviaire,2025-11-29 08:06:25,37,2.27
VA-2024-007,Médina,Centre Ville,2025-11-29 18:35:25,16,1.95
VA-2024-007,Centre Ville,Port de Sousse,2025-11-29 16:32:25,48,3.03
VA-2024-007,Sousse Nord,Centre Ville,2025-11-29 19:40:25,22,0.77
VA-2024-007,Hôpital Universitaire,Corniche,2025-11-29 18:01:25,10,1.09
VA-2024-007,Quartier Khezama,Palais des Congrès,2025-11-29 12:06:25,43,3.45
VA-2024-007,Campus Universitaire,Aéroport Monastir,2025-11-29 13:39:25,21,1.6
VA-2024-007,Zone Industrielle,Centre Ville,2025-11-29 15:41:25,32,3.9
VA-2024-007,Palais des Congrès,Quartier Khezama,2025-11-29 16:14:25,35,0.28
VA-2024-007,Hôpital Universitaire,Centre Ville,2025-11-29 10:56:25,17,0.52
VA-2024-007,Hôpital Universitaire,Sousse Nord,2025-11-30 20:55:25,46,3.86
VA-2024-007,Hôpital Universitaire,Sousse Nord,2025-11-30 11:23:25,45,1.84
VA-2024-007,Port de Sousse,Zone Industrielle,2025-11-30 14:03:25,30,0.39
VA-2024-007,Hôpital Universitaire,Campus Universitaire,2025-11-30 07:28:25,46,0.59
VA-2024-007,Port de Sousse,Sousse Sud,2025-11-30 08:53:25,37,3.55
VA-2024-007,Zone Industrielle,Quartier Khezama,2025-11-30 18:28:25,37,0.42
VA-2024-007,Aéroport Monastir,Port de Sousse,2025-11-30 22:53:25,27,3.38
VA-2024-007,Sousse Sud,Médina,2025-11-30 10:46:25,29,0.57
VA-2024-007,Médina,Zone Industrielle,2025-11-30 16:11:25,50,0.48
VA-2024-007,Corniche,Aéroport Monastir,2025-12-01 18:07:25,38,0.39
VA-2024-007,Campus Universitaire,Centre Ville,2025-12-01 10:39:25,12,1.2
VA-2024-007,Médina,Hôpital Universitaire,2025-12-01 09:33:25,20,2.97
VA-2024-007,Hôpital Universitaire,Place Farhat Hached,2025-12-01 16:23:25,39,2.44
VA-2024-007,Sousse Sud,Zone Industrielle,2025-12-01 17:17:25,26,3.56
VA-2024-007,Gare Ferroviaire,Place Farhat Hached,2025-12-01 13:49:25,37,1.44
VA-2024-007,Palais des Congrès,Sousse Nord,2025-12-01 21:01:25,17,0.61
VA-2024-007,Stade Olympique,Palais des Congrès,2025-12-02 16:43:25,21,1.29
VA-2024-007,Stade Olympique,Sousse Nord,2025-12-02 07:00:25,26,2.6
VA-2024-007,Quartier Khezama,Médina,2025-12-02 22:52:25,22,3.67
VA-2024-007,Stade Olympique,Centre Ville,2025-12-02 06:53:25,45,0.83
VA-2024-007,Campus Universitaire,Stade Olympique,2025-12-02 19:36:25,40,2.21
VA-2024-007,Campus Universitaire,Corniche,2025-12-02 19:32:25,48,3.15
VA-2024-007,Palais des Congrès,Port de Sousse,2025-12-02 15:02:25,35,0.99
VA-2024-007,Médina,Place Farhat Hached,2025-12-02 08:32:25,36,1.74
VA-2024-007,Aéroport Monastir,Sousse Sud,2025-12-02 21:23:25,14,2.8
VA-2024-007,Aéroport Monastir,Place Farhat Hached,2025-12-02 09:22:25,14,1.34
VA-2024-007,Sousse Sud,Stade Olympique,2025-12-02 18:45:25,34,0.95
VA-2024-007,Gare Ferroviaire,Place Farhat Hached,2025-12-03 20:56:25,49,3.61
VA-2024-007,Centre Ville,Palais des Congrès,2025-12-03 11:48:25,34,2.88
VA-2024-007,Aéroport Monastir,Zone Industrielle,2025-12-03 15:37:25,38,1.82
VA-2024-007,Zone Industrielle,Place Farhat Hached,2025-12-03 17:52:25,20,0.75
VA-2024-007,Campus Universitaire,Aéroport Monastir,2025-12-03 14:23:25,21,1.42
VA-2024-007,Médina,Aéroport Monastir,2025-12-03 16:18:25,41,1.41
VA-2024-007,Port de Sousse,Centre Ville,2025-12-04 08:07:25,29,3.69
VA-2024-007,Port de Sousse,Place Farhat Hached,2025-12-04 06:04:25,36,0.67
VA-2024-007,Aéroport Monastir,Place Farhat Hached,2025-12-04 21:19:25,40,2.67
VA-2024-007,Médina,Aéroport Monastir,2025-12-04 07:33:25,23,1.26
VA-2024-007,Stade Olympique,Gare Ferroviaire,2025-12-04 13:23:25,28,3.61
VA-2024-007,Zone Industrielle,Palais des Congrès,2025-12-04 22:27:25,43,2.23
VA-2024-007,Campus Universitaire,Médina,2025-12-04 08:12:25,24,2.1
VA-2024-007,Centre Ville,Quartier Khezama,2025-12-04 09:01:25,32,3.02
VA-2024-007,Centre Ville,Sousse Nord,2025-12-04 18:59:25,11,3.29
VA-2024-007,Port de Sousse,Campus Universitaire,2025-12-04 17:26:25,11,2.13
VA-2024-007,Centre Ville,Aéroport Monastir,2025-12-04 09:11:25,49,1.18
VA-2024-007,Corniche,Quartier Khezama,2025-12-04 13:38:25,22,1.38
VA-2024-007,Sousse Sud,Palais des Congrès,2025-12-05 15:20:25,11,2.26
VA-2024-007,Sousse Nord,Palais des Congrès,2025-12-05 09:33:25,50,1.32
VA-2024-007,Place Farhat Hached,Corniche,2025-12-05 19:19:25,29,1.65
VA-2024-007,Port de Sousse,Hôpital Universitaire,2025-12-05 16:30:25,15,1.38
VA-2024-007,Centre Ville,Campus Universitaire,2025-12-05 18:07:25,18,0.26
VA-2024-007,Aéroport Monastir,Zone Industrielle,2025-12-05 09:47:25,32,1.82
VA-2024-007,Sousse Sud,Port de Sousse,2025-12-05 11:43:25,13,2.3
VA-2024-007,Port de Sousse,Campus Universitaire,2025-12-06 21:42:25,11,1.11
VA-2024-007,Médina,Gare Ferroviaire,2025-12-06 11:05:25,50,2.15
VA-2024-007,Centre Ville,Port de Sousse,2025-12-06 07:21:25,39,3.05
VA-2024-007,Hôpital Universitaire,Palais des Congrès,2025-12-06 20:44:25,45,2.57
VA-2024-007,Palais des Congrès,Zone Industrielle,2025-12-06 15:30:25,40,2.92
VA-2024-007,Gare Ferroviaire,Port de Sousse,2025-12-06 12:56:25,15,0.8
VA-2024-007,Zone Industrielle,Sousse Sud,2025-12-06 08:54:25,30,3.63
VA-2024-007,Sousse Nord,Place Farhat Hached,2025-12-06 21:56:25,28,2.94
VA-2024-007,Campus Universitaire,Médina,2025-12-06 11:24:25,50,0.93
VA-2024-007,Sousse Nord,Gare Ferroviaire,2025-12-07 06:15:25,21,2.95
VA-2024-007,Corniche,Sousse Sud,2025-12-07 10:15:25,27,3.02
VA-2024-007,Hôpital Universitaire,Centre Ville,2025-12-07 16:06:25,43,1.93
VA-2024-007,Campus Universitaire,Hôpital Universitaire,2025-12-07 18:01:25,50,1.0
VA-2024-007,Sousse Sud,Zone Industrielle,2025-12-07 17:25:25,14,4.1
VA-2024-007,Place Farhat Hached,Hôpital Universitaire,2025-12-07 20:26:25,24,0.74
VA-2024-007,Zone Industrielle,Médina,2025-12-07 19:30:25,13,2.46
VA-2024-007,Corniche,Gare Ferroviaire,2025-12-08 10:32:25,15,3.19
VA-2024-007,Aéroport Monastir,Palais des Congrès,2025-12-08 20:13:25,36,1.97
VA-2024-007,Palais des Congrès,Sousse Nord,2025-12-08 16:11:25,19,2.44
VA-2024-007,Corniche,Hôpital Universitaire,2025-12-08 13:34:25,37,1.77
VA-2024-007,Aéroport Monastir,Sousse Nord,2025-12-08 12:20:25,37,1.26
VA-2024-007,Quartier Khezama,Aéroport Monastir,2025-12-08 12:43:25,32,2.33
VA-2024-007,Palais des Congrès,Hôpital Universitaire,2025-12-08 17:08:25,12,2.26
VA-2024-007,Hôpital Universitaire,Stade Olympique,2025-12-08 21:03:25,20,1.61
VA-2024-007,Gare Ferroviaire,Hôpital Universitaire,2025-12-08 20:15:25,25,0.68
VA-2024-007,Quartier Khezama,Sousse Sud,2025-12-08 14:01:25,39,1.59
VA-2024-007,Stade Olympique,Hôpital Universitaire,2025-12-08 09:32:25,40,2.08
VA-2024-007,Quartier Khezama,Aéroport Monastir,2025-12-08 15:59:25,14,1.07
VA-2024-007,Stade Olympique,Quartier Khezama,2025-12-09 19:46:25,12,1.8
VA-2024-007,Place Farhat Hached,Médina,2025-12-09 11:55:25,44,0.61
VA-2024-007,Palais des Congrès,Médina,2025-12-09 21:32:25,21,0.89
VA-2024-007,Port de Sousse,Médina,2025-12-09 20:43:25,31,2.83
VA-2024-007,Zone Industrielle,Sousse Sud,2025-12-09 14:02:25,11,1.96
VA-2024-007,Hôpital Universitaire,Corniche,2025-12-09 17:32:25,34,0.24
VA-2024-007,Corniche,Centre Ville,2025-12-09 13:35:25,21,1.92
VA-2024-007,Sousse Sud,Port de Sousse,2025-12-09 10:43:25,23,1.5
VA-2024-007,Quartier Khezama,Zone Industrielle,2025-12-09 17:50:25,21,2.26
VA-2024-007,Centre Ville,Hôpital Universitaire,2025-12-10 13:57:25,37,1.65
VA-2024-007,Gare Ferroviaire,Médina,2025-12-10 08:04:25,40,0.69
VA-2024-007,Aéroport Monastir,Place Farhat Hached,2025-12-10 08:16:25,40,2.46
VA-2024-007,Palais des Congrès,Place Farhat Hached,2025-12-10 13:38:25,10,3.9
VA-2024-007,Centre Ville,Médina,2025-12-10 19:21:25,12,2.67
VA-2024-007,Port de Sousse,Corniche,2025-12-10 17:27:25,13,1.12
VA-2024-007,Hôpital Universitaire,Centre Ville,2025-12-11 19:29:25,47,1.36
VA-2024-007,Stade Olympique,Palais des Congrès,2025-12-11 21:27:25,11,0.3
VA-2024-007,Centre Ville,Hôpital Universitaire,2025-12-11 20:38:25,47,0.61
VA-2024-007,Sousse Sud,Corniche,2025-12-11 11:29:25,44,2.8
VA-2024-007,Médina,Zone Industrielle,2025-12-11 08:38:25,28,2.37
VA-2024-007,Médina,Aéroport Monastir,2025-12-11 12:39:25,32,1.37
VA-2024-007,Corniche,Hôpital Universitaire,2025-12-11 21:11:25,11,1.9
VA-2024-007,Corniche,Hôpital Universitaire,2025-12-11 13:45:25,19,0.61
VA-2024-007,Corniche,Sousse Sud,2025-12-11 11:10:25,30,1.68
VA-2024-007,Aéroport Monastir,Port de Sousse,2025-12-12 15:12:25,39,1.4
VA-2024-007,Centre Ville,Place Farhat Hached,2025-12-12 20:23:25,45,4.4
VA-2024-007,Palais des Congrès,Aéroport Monastir,2025-12-12 10:59:25,50,2.07
VA-2024-007,Sousse Nord,Sousse Sud,2025-12-12 17:45:25,16,1.14
VA-2024-007,Médina,Aéroport Monastir,2025-12-12 16:21:25,35,1.15
VA-2024-007,Quartier Khezama,Sousse Nord,2025-12-12 19:26:25,50,3.33
VA-2024-007,Port de Sousse,Quartier Khezama,2025-12-12 06:55:25,39,1.23
VA-2024-007,Stade Olympique,Place Farhat Hached,2025-12-12 10:42:25,34,2.48
VA-2024-007,Port de Sousse,Quartier Khezama,2025-12-12 15:33:25,45,1.84
VA-2024-007,Zone Industrielle,Place Farhat Hached,2025-12-12 16:50:25,15,1.59
VA-2024-007,Place Farhat Hached,Corniche,2025-12-12 17:06:25,39,2.77
VA-2024-007,Sousse Sud,Quartier Khezama,2025-12-12 07:58:25,41,2.58
VA-2024-007,Port de Sousse,Aéroport Monastir,2025-12-13 18:28:25,38,0.92
VA-2024-007,Stade Olympique,Sousse Sud,2025-12-13 10:07:25,46,1.81
VA-2024-007,Sousse Sud,Quartier Khezama,2025-12-13 22:29:25,19,2.16
VA-2024-007,Zone Industrielle,Aéroport Monastir,2025-12-13 18:39:25,44,2.84
VA-2024-007,Sousse Nord,Stade Olympique,2025-12-13 20:29:25,33,1.14
VA-2024-007,Hôpital Universitaire,Centre Ville,2025-12-13 18:59:25,29,3.87
VA-2024-008,Médina,Gare Ferroviaire,2025-11-13 08:32:25,44,2.95
VA-2024-008,Aéroport Monastir,Gare Ferroviaire,2025-11-13 16:23:25,20,2.86
VA-2024-008,Zone Industrielle,Aéroport Monastir,2025-11-13 12:34:25,15,3.09
VA-2024-008,Zone Industrielle,Campus Universitaire,2025-11-13 07:33:25,10,2.74
VA-2024-008,Aéroport Monastir,Médina,2025-11-13 22:41:25,30,1.51
VA-2024-008,Palais des Congrès,Corniche,2025-11-13 21:07:25,44,1.06
VA-2024-008,Quartier Khezama,Gare Ferroviaire,2025-11-13 14:13:25,28,1.57
VA-2024-008,Stade Olympique,Sousse Sud,2025-11-13 15:18:25,11,2.21
VA-2024-008,Hôpital Universitaire,Centre Ville,2025-11-14 20:50:25,17,3.03
VA-2024-008,Médina,Port de Sousse,2025-11-14 17:47:25,36,1.91
VA-2024-008,Centre Ville,Aéroport Monastir,2025-11-14 21:45:25,47,0.51
VA-2024-008,Port de Sousse,Campus Universitaire,2025-11-14 19:26:25,39,1.9
VA-2024-008,Sousse Nord,Centre Ville,2025-11-14 20:25:25,49,3.88
VA-2024-008,Sousse Sud,Palais des Congrès,2025-11-14 11:30:25,22,4.06
VA-2024-008,Quartier Khezama,Centre Ville,2025-11-14 09:27:25,13,3.15
VA-2024-008,Campus Universitaire,Quartier Khezama,2025-11-14 13:00:25,15,2.54
VA-2024-008,Hôpital Universitaire,Aéroport Monastir,2025-11-15 20:25:25,44,2.75
VA-2024-008,Zone Industrielle,Port de Sousse,2025-11-15 09:26:25,30,2.63
VA-2024-008,Place Farhat Hached,Médina,2025-11-15 11:23:25,20,0.91
VA-2024-008,Aéroport Monastir,Quartier Khezama,2025-11-15 08:12:25,34,1.26
VA-2024-008,Aéroport Monastir,Stade Olympique,2025-11-15 07:37:25,14,3.18
VA-2024-008,Gare Ferroviaire,Campus Universitaire,2025-11-15 09:37:25,35,3.58
VA-2024-008,Port de Sousse,Centre Ville,2025-11-15 18:56:25,10,1.72
VA-2024-008,Place Farhat Hached,Port de Sousse,2025-11-15 18:05:25,21,2.25
VA-2024-008,Campus Universitaire,Gare Ferroviaire,2025-11-15 15:45:25,33,0.6
VA-2024-008,Sousse Sud,Place Farhat Hached,2025-11-16 09:39:25,44,2.17
VA-2024-008,Centre Ville,Hôpital Universitaire,2025-11-16 08:13:25,21,0.97
VA-2024-008,Sousse Sud,Palais des Congrès,2025-11-16 21:23:25,42,3.02
VA-2024-008,Corniche,Quartier Khezama,2025-11-16 10:54:25,46,2.86
VA-2024-008,Aéroport Monastir,Sousse Sud,2025-11-16 15:28:25,28,1.85
VA-2024-008,Sousse Nord,Centre Ville,2025-11-16 22:35:25,38,1.9
VA-2024-008,Hôpital Universitaire,Sousse Sud,2025-11-16 08:33:25,48,2.04
VA-2024-008,Hôpital Universitaire,Palais des Congrès,2025-11-16 10:15:25,13,1.36
VA-2024-008,Gare Ferroviaire,Aéroport Monastir,2025-11-17 18:43:25,11,0.7
VA-2024-008,Gare Ferroviaire,Quartier Khezama,2025-11-17 20:54:25,10,2.76
VA-2024-008,Campus Universitaire,Gare Ferroviaire,2025-11-17 09:44:25,21,2.4
VA-2024-008,Sousse Sud,Stade Olympique,2025-11-17 15:43:25,28,2.15
VA-2024-008,Stade Olympique,Place Farhat Hached,2025-11-17 18:35:25,38,0.87
VA-2024-008,Corniche,Place Farhat Hached,2025-11-17 16:03:25,15,1.98
VA-2024-008,Campus Universitaire,Gare Ferroviaire,2025-11-17 21:29:25,15,1.2
VA-2024-008,Place Farhat Hached,Palais des Congrès,2025-11-17 15:50:25,46,1.77
VA-2024-008,Sousse Sud,Centre Ville,2025-11-17 18:00:25,11,2.24
VA-2024-008,Gare Ferroviaire,Campus Universitaire,2025-11-17 07:23:25,36,2.67
VA-2024-008,Centre Ville,Sousse Sud,2025-11-17 07:49:25,39,1.71
VA-2024-008,Hôpital Universitaire,Campus Universitaire,2025-11-18 11:31:25,11,4.39
VA-2024-008,Zone Industrielle,Palais des Congrès,2025-11-18 06:37:25,11,4.02
VA-2024-008,Port de Sousse,Quartier Khezama,2025-11-18 21:40:25,37,3.81
VA-2024-008,Stade Olympique,Place Farhat Hached,2025-11-18 15:11:25,16,0.9
VA-2024-008,Port de Sousse,Hôpital Universitaire,2025-11-18 17:58:25,13,2.07
VA-2024-008,Aéroport Monastir,Zone Industrielle,2025-11-18 17:34:25,43,0.25
VA-2024-008,Centre Ville,Palais des Congrès,2025-11-18 14:48:25,20,1.55
VA-2024-008,Médina,Gare Ferroviaire,2025-11-18 21:05:25,11,1.83
VA-2024-008,Place Farhat Hached,Port de Sousse,2025-11-18 22:34:25,49,1.63
VA-2024-008,Place Farhat Hached,Gare Ferroviaire,2025-11-18 14:56:25,28,0.44
VA-2024-008,Gare Ferroviaire,Centre Ville,2025-11-19 19:58:25,19,0.48
VA-2024-008,Gare Ferroviaire,Quartier Khezama,2025-11-19 18:55:25,34,3.18
VA-2024-008,Quartier Khezama,Sousse Sud,2025-11-19 18:43:25,22,2.45
VA-2024-008,Corniche,Palais des Congrès,2025-11-19 17:23:25,10,1.87
VA-2024-008,Quartier Khezama,Zone Industrielle,2025-11-19 06:39:25,45,0.34
VA-2024-008,Sousse Sud,Médina,2025-11-19 22:29:25,25,2.66
VA-2024-008,Médina,Stade Olympique,2025-11-19 20:04:25,34,2.46
VA-2024-008,Corniche,Médina,2025-11-20 18:03:25,38,0.26
VA-2024-008,Aéroport Monastir,Hôpital Universitaire,2025-11-20 09:45:25,38,1.39
VA-2024-008,Hôpital Universitaire,Stade Olympique,2025-11-20 22:15:25,23,3.71
VA-2024-008,Campus Universitaire,Hôpital Universitaire,2025-11-20 13:45:25,43,3.19
VA-2024-008,Zone Industrielle,Gare Ferroviaire,2025-11-20 21:40:25,42,1.94
VA-2024-008,Centre Ville,Corniche,2025-11-21 17:53:25,14,0.79
VA-2024-008,Gare Ferroviaire,Sousse Sud,2025-11-21 22:24:25,36,1.79
VA-2024-008,Centre Ville,Gare Ferroviaire,2025-11-21 19:39:25,33,2.94
VA-2024-008,Quartier Khezama,Centre Ville,2025-11-21 10:53:25,35,1.95
VA-2024-008,Centre Ville,Aéroport Monastir,2025-11-21 16:06:25,24,0.47
VA-2024-008,Zone Industrielle,Gare Ferroviaire,2025-11-21 07:05:25,18,0.69
VA-2024-008,Hôpital Universitaire,Stade Olympique,2025-11-21 13:57:25,10,1.2
VA-2024-008,Aéroport Monastir,Campus Universitaire,2025-11-21 12:39:25,47,3.44
VA-2024-008,Place Farhat Hached,Palais des Congrès,2025-11-21 15:50:25,23,0.93
VA-2024-008,Quartier Khezama,Stade Olympique,2025-11-21 18:29:25,34,3.15
VA-2024-008,Palais des Congrès,Gare Ferroviaire,2025-11-22 18:26:25,35,1.13
VA-2024-008,Zone Industrielle,Hôpital Universitaire,2025-11-22 17:31:25,31,2.55
VA-2024-008,Port de Sousse,Corniche,2025-11-22 17:23:25,36,3.86
VA-2024-008,Aéroport Monastir,Médina,2025-11-22 20:16:25,34,3.21
VA-2024-008,Zone Industrielle,Centre Ville,2025-11-22 09:36:25,43,3.11
VA-2024-008,Place Farhat Hached,Hôpital Universitaire,2025-11-22 09:31:25,27,2.23
VA-2024-008,Hôpital Universitaire,Stade Olympique,2025-11-22 10:53:25,21,0.8
VA-2024-008,Campus Universitaire,Gare Ferroviaire,2025-11-22 10:45:25,34,1.4
VA-2024-008,Médina,Zone Industrielle,2025-11-23 21:08:25,23,1.36
VA-2024-008,Stade Olympique,Corniche,2025-11-23 14:08:25,47,4.05
VA-2024-008,Médina,Place Farhat Hached,2025-11-23 20:29:25,16,0.29
VA-2024-008,Zone Industrielle,Campus Universitaire,2025-11-23 21:37:25,37,1.07
VA-2024-008,Quartier Khezama,Port de Sousse,2025-11-23 11:24:25,26,2.89
VA-2024-008,Gare Ferroviaire,Centre Ville,2025-11-24 18:05:25,21,1.51
VA-2024-008,Zone Industrielle,Aéroport Monastir,2025-11-24 18:25:25,28,2.58
VA-2024-008,Hôpital Universitaire,Port de Sousse,2025-11-24 15:32:25,30,3.87
VA-2024-008,Campus Universitaire,Zone Industrielle,2025-11-24 18:54:25,47,1.52
VA-2024-008,Port de Sousse,Aéroport Monastir,2025-11-24 07:32:25,26,3.14
VA-2024-008,Hôpital Universitaire,Aéroport Monastir,2025-11-25 16:20:25,33,2.29
VA-2024-008,Gare Ferroviaire,Médina,2025-11-25 15:39:25,35,0.78
VA-2024-008,Corniche,Sousse Nord,2025-11-25 12:50:25,36,2.75
VA-2024-008,Aéroport Monastir,Corniche,2025-11-25 20:16:25,47,1.25
VA-2024-008,Place Farhat Hached,Aéroport Monastir,2025-11-25 10:32:25,23,2.63
VA-2024-008,Hôpital Universitaire,Gare Ferroviaire,2025-11-25 07:02:25,28,2.17
VA-2024-008,Port de Sousse,Centre Ville,2025-11-25 09:24:25,23,1.75
VA-2024-008,Zone Industrielle,Sousse Nord,2025-11-25 17:10:25,11,1.9
VA-2024-008,Médina,Centre Ville,2025-11-25 13:25:25,41,1.02
VA-2024-008,Aéroport Monastir,Zone Industrielle,2025-11-26 15:02:25,31,0.73
VA-2024-008,Aéroport Monastir,Sousse Sud,2025-11-26 09:20:25,50,2.59
VA-2024-008,Zone Industrielle,Sousse Nord,2025-11-26 19:44:25,50,3.28
